C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_43_634.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_43_634.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_43_634.jpg,0,1,0,30.19024
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_43_705.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_43_705.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_43_705.jpg,0,1,0,30.19028
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_43_771.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_43_771.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_43_771.jpg,0,1,0,30.19026
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_43_839.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_43_839.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_43_839.jpg,0,1,0,30.19029
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_43_907.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_43_907.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_43_907.jpg,0,1,0,30.19029
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_43_975.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_43_975.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_43_975.jpg,0,0.8975062,0,30.17367
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_44_051.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_44_051.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_44_051.jpg,0,0.6208489,0,30.10704
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_44_125.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_44_125.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_44_125.jpg,-0.1,0.5078461,0,30.0458
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_44_197.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_44_197.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_44_197.jpg,-0.25,0.6707067,0,30.08091
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_44_280.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_44_280.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_44_280.jpg,0,0.9716157,0,30.1723
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_44_363.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_44_363.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_44_363.jpg,0,1,0,30.19032
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_44_442.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_44_442.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_44_442.jpg,0,1,0,30.19028
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_44_522.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_44_522.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_44_522.jpg,0,1,0,30.19029
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_44_599.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_44_599.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_44_599.jpg,0,1,0,30.19045
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_44_680.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_44_680.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_44_680.jpg,0,1,0,30.19032
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_44_761.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_44_761.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_44_761.jpg,0,1,0,30.1903
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_44_830.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_44_830.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_44_830.jpg,0,1,0,30.19046
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_44_900.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_44_900.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_44_900.jpg,0,1,0,30.19028
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_44_987.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_44_987.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_44_987.jpg,-0.05,1,0,30.18969
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_45_074.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_45_074.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_45_074.jpg,-0.25,1,0,30.17475
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_45_163.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_45_163.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_45_163.jpg,0,1,0,30.18997
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_45_247.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_45_247.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_45_247.jpg,0,1,0,30.19023
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_45_336.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_45_336.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_45_336.jpg,0,1,0,30.19027
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_45_414.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_45_414.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_45_414.jpg,0,1,0,30.1903
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_45_506.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_45_506.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_45_506.jpg,0,1,0,30.1903
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_45_597.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_45_597.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_45_597.jpg,0,1,0,30.1903
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_45_690.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_45_690.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_45_690.jpg,0,1,0,30.19031
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_45_785.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_45_785.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_45_785.jpg,0,1,0,30.19034
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_45_872.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_45_872.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_45_872.jpg,0,1,0,30.19033
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_45_956.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_45_956.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_45_956.jpg,0,1,0,30.19034
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_46_031.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_46_031.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_46_031.jpg,-0.2,1,0,30.17984
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_46_102.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_46_102.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_46_102.jpg,0,1,0,30.19031
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_46_187.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_46_187.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_46_187.jpg,0,1,0,30.19022
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_46_278.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_46_278.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_46_278.jpg,0,1,0,30.19031
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_46_362.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_46_362.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_46_362.jpg,0,1,0,30.19028
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_46_445.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_46_445.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_46_445.jpg,0,1,0,30.19029
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_46_526.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_46_526.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_46_526.jpg,-0.05,1,0,30.18973
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_46_605.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_46_605.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_46_605.jpg,-0.25,1,0,30.17482
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_46_680.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_46_680.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_46_680.jpg,0,1,0,30.19012
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_46_753.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_46_753.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_46_753.jpg,0,1,0,30.19018
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_46_823.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_46_823.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_46_823.jpg,0,1,0,30.19032
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_46_896.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_46_896.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_46_896.jpg,0,1,0,30.19029
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_46_971.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_46_971.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_46_971.jpg,0,1,0,30.19031
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_47_042.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_47_042.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_47_042.jpg,0,1,0,30.19029
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_47_115.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_47_115.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_47_115.jpg,0,1,0,30.19031
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_47_188.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_47_188.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_47_188.jpg,0,1,0,30.19027
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_47_267.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_47_267.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_47_267.jpg,0,1,0,30.19029
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_47_344.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_47_344.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_47_344.jpg,0,1,0,30.19028
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_47_418.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_47_418.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_47_418.jpg,0,1,0,30.19029
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_47_492.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_47_492.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_47_492.jpg,0,1,0,30.19027
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_47_563.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_47_563.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_47_563.jpg,0,1,0,30.19026
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_47_635.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_47_635.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_47_635.jpg,0,1,0,30.19029
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_47_709.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_47_709.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_47_709.jpg,0,1,0,30.19031
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_47_782.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_47_782.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_47_782.jpg,0,1,0,30.19028
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_47_849.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_47_849.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_47_849.jpg,-0.15,1,0,30.18419
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_47_920.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_47_920.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_47_920.jpg,-0.35,1,0,30.16348
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_47_988.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_47_988.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_47_988.jpg,0,1,0,30.18817
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_48_066.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_48_066.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_48_066.jpg,0,1,0,30.18996
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_48_135.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_48_135.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_48_135.jpg,0,1,0,30.19022
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_48_215.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_48_215.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_48_215.jpg,0,1,0,30.19028
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_48_296.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_48_296.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_48_296.jpg,0,1,0,30.19029
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_48_366.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_48_366.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_48_366.jpg,0,1,0,30.19028
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_48_436.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_48_436.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_48_436.jpg,0,1,0,30.19028
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_48_512.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_48_512.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_48_512.jpg,0,1,0,30.19026
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_48_582.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_48_582.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_48_582.jpg,0,1,0,30.19028
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_48_656.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_48_656.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_48_656.jpg,0,1,0,30.1905
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_48_736.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_48_736.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_48_736.jpg,0,1,0,30.19027
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_48_809.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_48_809.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_48_809.jpg,-0.2,1,0,30.17981
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_48_884.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_48_884.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_48_884.jpg,0,1,0,30.18931
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_48_954.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_48_954.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_48_954.jpg,0,1,0,30.19017
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_49_023.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_49_023.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_49_023.jpg,0,1,0,30.19026
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_49_105.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_49_105.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_49_105.jpg,0,1,0,30.19028
C:\Users\michal.paprcka\Desktop\data1\IMG\center_2021_04_15_21_40_49_178.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\left_2021_04_15_21_40_49_178.jpg,C:\Users\michal.paprcka\Desktop\data1\IMG\right_2021_04_15_21_40_49_178.jpg,0,1,0,30.19032
